AQI,PM2.5,PM10,SO2,NO2,O3,CO,
20,6,10,7,11,63,0.54,
20,10,12,7,12,63,0.53,
21,8,15,7,12,66,0.53,
20,8,14,7,12,64,0.53,
20,7,14,7,14,64,0.56,
21,7,14,7,14,68,0.58,
22,8,15,7,14,71,0.62,
22,9,15,7,13,71,0.59,
21,9,15,7,14,68,0.64,
23,9,12,7,11,75,0.57,
28,7,11,6,9,89,0.54,
30,7,9,6,8,95,0.51,
30,5,6,6,8,96,0.59,
30,5,5,6,8,95,0.56,
30,5,4,7,7,96,0.5,
29,5,5,7,9,94,0.71,
29,5,9,7,9,92,0.57,
28,4,7,7,11,90,0.53,
29,5,6,7,12,94,0.51,
28,7,9,7,14,91,0.56,
28,5,10,6,14,88,0.57,
27,7,9,7,14,87,0.51,
27,6,9,6,13,86,0.5,
26,8,11,7,14,83,0.54,
25,9,13,7,12,80,0.52,
25,7,13,7,11,79,0.48,
23,8,13,7,12,74,0.47,
23,8,12,7,12,74,0.43,
23,8,12,8,15,73,0.46,
23,7,15,7,16,72,0.43,
22,7,14,8,16,71,0.44,
23,6,14,8,15,73,0.51,
21,8,14,8,17,66,0.51,
19,8,13,8,18,61,0.57,
17,9,16,7,17,55,0.44,
17,10,17,7,15,55,0.48,
19,8,17,7,11,61,0.48,
19,8,16,7,12,60,0.49,
18,8,17,8,13,58,0.62,
19,9,18,8,13,62,0.62,
19,10,17,8,14,61,0.58,
17,9,17,8,17,55,0.54,
19,10,19,8,23,48,0.64,
22,12,22,8,24,49,0.63,
22,12,22,8,24,47,0.65,
24,14,24,8,26,48,0.7,
29,17,29,8,25,53,0.86,
36,25,34,8,27,56,1.02,
39,27,39,9,27,62,1.11,
41,24,41,9,29,66,0.99,
42,25,42,9,30,68,0.95,
41,23,41,9,29,71,0.86,
39,19,39,8,29,66,0.79,
34,22,34,7,31,55,0.8,
30,19,30,7,32,48,0.69,
28,16,28,7,31,44,0.65,
28,16,28,7,30,39,0.64,
28,18,28,7,29,38,0.61,
25,17,25,7,26,36,0.6,
23,16,22,7,21,38,0.54,
18,12,18,7,21,35,0.54,
17,12,17,7,19,32,0.52,
17,11,17,7,16,34,0.53,
16,11,16,7,15,34,0.53,
14,9,14,7,15,33,0.53,
11,7,11,7,16,33,0.53,
13,7,13,6,16,33,0.56,
15,9,15,6,18,33,0.59,
14,9,14,6,19,35,0.63,
14,9,14,7,22,37,0.76,
17,9,17,7,23,38,0.81,
18,10,18,7,21,40,0.77,
18,12,18,7,20,40,0.76,
16,11,16,7,20,40,0.73,
17,9,17,7,21,40,0.72,
17,9,17,7,21,38,0.74,
13,9,13,7,23,34,0.74,
13,8,13,7,21,35,0.72,
15,8,15,7,19,37,0.73,
16,9,16,7,19,34,0.81,
20,9,20,7,18,33,0.76,
17,9,17,7,19,30,0.69,
17,10,17,8,18,30,0.74,
20,9,20,8,19,28,0.82,
23,11,23,8,19,26,0.79,
25,12,25,8,19,24,0.73,
27,11,27,7,18,24,0.67,
30,13,30,7,18,23,0.67,
29,11,29,7,19,22,0.61,
26,10,26,7,18,24,0.58,
21,10,21,7,18,25,0.63,
20,9,20,7,20,24,0.69,
22,10,22,7,19,27,0.74,
26,13,26,8,20,30,1,
30,17,30,9,22,42,1.07,
32,17,32,9,22,60,0.91,
34,20,34,8,23,70,0.88,
37,23,37,8,26,79,0.93,
43,23,43,8,25,89,0.87,
46,25,46,8,27,80,0.86,
42,21,42,7,26,64,0.8,
36,17,36,7,24,50,0.71,
36,17,36,7,18,43,0.63,
36,19,36,7,18,40,0.6,
31,17,31,7,18,34,0.6,
28,12,28,7,17,32,0.59,
24,12,24,7,15,32,0.56,
21,12,21,7,14,33,0.57,
21,12,21,7,13,34,0.56,
18,11,18,7,13,34,0.57,
14,10,14,7,13,35,0.58,
15,9,15,7,14,34,0.62,
16,9,16,7,16,32,0.66,
17,8,17,7,18,30,0.69,
18,8,18,8,22,27,0.74,
18,9,18,8,20,29,0.71,
17,9,17,8,19,31,0.73,
19,8,19,8,19,33,0.79,
21,9,21,8,19,39,0.83,
21,12,21,9,20,49,0.92,
23,12,23,9,20,59,0.91,
25,13,25,8,20,63,0.82,
26,14,26,7,19,57,0.79,
27,13,27,7,20,49,0.71,
28,14,28,7,23,43,0.7,
25,12,25,7,22,41,0.7,
23,13,23,7,18,42,0.68,
21,11,21,7,16,44,0.66,
19,12,19,7,17,44,0.69,
17,11,17,7,18,39,0.68,
16,11,15,7,19,37,0.66,
15,9,15,7,18,37,0.7,
15,8,15,7,17,37,0.72,
13,8,13,8,17,34,0.73,
12,7,12,8,17,33,0.71,
13,7,13,8,18,31,0.7,
13,7,13,7,19,29,0.68,
14,7,14,7,21,25,0.7,
17,10,17,7,24,22,0.72,
21,9,21,8,24,23,0.77,
22,11,22,7,26,23,0.76,
24,12,24,8,26,25,0.71,
30,17,30,8,27,26,0.73,
31,16,31,8,25,30,0.76,
33,18,33,7,23,34,0.68,
34,20,34,7,21,39,0.68,
33,17,33,7,20,47,0.69,
33,18,33,7,24,46,0.71,
34,20,34,7,28,40,0.76,
36,23,36,7,34,30,0.76,
40,21,40,7,32,31,0.74,
39,21,39,7,29,34,0.72,
32,20,32,7,30,31,0.69,
29,17,29,7,27,30,0.69,
27,17,27,7,27,25,0.7,
25,16,25,7,29,20,0.71,
25,14,25,7,31,16,0.7,
24,15,24,7,28,18,0.69,
25,16,25,6,24,23,0.67,
25,15,25,6,22,24,0.66,
26,18,25,7,23,22,0.66,
26,17,26,7,28,17,0.71,
29,18,29,8,29,17,0.79,
32,19,32,8,30,19,0.84,
36,19,36,10,34,23,1,
42,21,42,12,35,31,1.44,
43,23,43,11,37,46,1.2,
44,26,44,9,34,66,1.04,
45,26,45,8,30,84,0.91,
44,24,44,7,26,93,0.83,
43,24,43,7,28,90,0.79,
43,24,43,7,27,89,0.77,
46,26,46,7,29,82,0.77,
51,26,51,7,33,72,0.79,
51,27,51,7,30,68,0.76,
43,22,43,7,24,65,0.75,
33,18,33,7,24,59,0.7,
29,18,29,7,25,49,0.68,
26,17,26,7,24,47,0.67,
25,16,25,7,23,43,0.67,
27,15,27,7,25,39,0.64,
28,18,28,7,24,37,0.64,
29,17,29,7,21,47,0.63,
30,17,30,7,17,50,0.64,
32,17,32,7,18,52,0.69,
33,19,33,7,19,48,0.74,
39,21,39,8,23,42,0.84,
42,23,42,8,23,43,0.88,
46,23,46,8,23,44,0.92,
50,27,50,8,31,44,0.99,
51,26,51,9,31,52,1.06,
52,28,54,10,27,73,1.01,
50,24,50,10,22,97,0.94,
42,24,42,9,20,107,0.84,
40,21,40,8,22,100,0.72,
38,19,38,7,21,93,0.7,
36,19,36,7,24,82,0.71,
35,22,35,7,25,69,0.71,
35,24,35,7,26,63,0.71,
40,27,40,7,26,54,0.69,
47,30,47,7,23,52,0.72,
49,34,48,7,22,47,0.71,
51,36,50,7,22,40,0.78,
54,38,56,7,21,39,0.8,
59,42,62,7,19,42,0.81,
61,44,68,7,18,46,0.78,
64,46,72,7,18,45,0.79,
65,47,73,7,19,44,0.8,
62,43,74,7,20,43,0.83,
64,44,77,7,21,43,0.88,
64,43,77,7,24,42,0.84,
63,39,76,7,22,47,0.8,
62,39,74,8,22,50,0.9,
62,40,74,8,24,55,0.93,
62,38,73,8,23,70,0.97,
61,36,71,8,20,94,0.92,
57,32,64,7,15,117,0.74,
54,32,57,7,15,120,0.69,
52,29,54,7,13,119,0.67,
46,26,46,7,14,112,0.67,
40,25,40,7,15,99,0.67,
41,25,41,7,16,82,0.71,
38,22,38,7,14,73,0.69,
34,19,34,7,14,67,0.69,
31,17,31,7,13,64,0.7,
27,15,27,7,12,65,0.68,
23,14,23,7,12,67,0.67,
21,11,18,7,11,66,0.66,
19,10,14,7,11,61,0.66,
19,9,14,7,10,60,0.62,
18,8,12,7,9,59,0.62,
18,7,11,7,8,57,0.59,
17,7,9,7,9,55,0.57,
16,7,11,7,11,52,0.58,
16,7,10,7,12,51,0.56,
16,6,9,7,13,52,0.56,
17,7,9,7,15,55,0.58,
18,6,9,7,15,59,0.57,
21,6,10,7,15,66,0.57,
22,7,12,7,14,70,0.56,
23,9,12,7,14,74,0.53,
22,8,12,7,15,71,0.5,
20,9,13,7,18,63,0.54,
18,11,15,7,21,56,0.58,
20,11,20,7,25,51,0.6,
23,14,23,7,29,42,0.61,
24,17,24,7,33,34,0.66,
29,20,29,7,39,26,0.69,
32,18,32,7,36,27,0.66,
28,17,28,7,32,29,0.64,
27,19,27,7,26,34,0.62,2023.10.1
30,19,30,7,22,41,0.61,
26,18,26,7,17,57,0.67,
23,13,20,7,14,73,0.64,
21,15,21,7,14,66,0.66,
30,21,27,7,13,66,0.67,
31,22,29,7,14,67,0.73,
32,22,32,7,15,65,0.66,
37,25,37,7,16,67,0.69,
39,26,39,8,18,67,0.69,
41,29,39,8,19,75,0.87,
38,26,38,8,17,82,0.77,
35,24,35,8,15,89,0.63,
34,24,32,8,13,103,0.61,
36,21,32,8,12,114,0.62,
36,20,32,8,12,115,0.6,
34,21,29,8,14,110,0.61,
31,19,28,8,15,100,0.57,
31,21,31,8,20,88,0.62,
34,24,34,7,26,73,0.68,
36,25,35,7,29,62,0.68,
40,28,39,7,32,55,0.69,
42,28,42,8,32,52,0.73,
44,29,44,7,33,47,0.79,
45,30,45,7,32,42,0.78,
50,35,48,7,24,51,0.72,
47,33,47,7,18,66,0.61,
47,33,43,7,13,79,0.62,
43,30,41,7,12,84,0.74,
41,29,41,7,12,87,0.8,
41,29,39,8,14,92,0.77,
40,28,38,8,14,90,0.73,
41,29,40,8,17,88,0.77,
40,28,40,8,18,82,0.81,
49,30,49,10,23,71,0.99,
46,32,43,10,24,65,1.16,
42,29,42,9,20,63,0.94,
42,28,42,8,18,60,0.87,
41,27,41,8,16,57,0.76,
40,26,40,8,17,55,0.77,
36,24,36,8,18,55,0.68,
35,21,35,7,18,54,0.64,
34,21,34,8,20,50,0.71,
30,17,30,8,20,48,0.68,
25,13,25,7,14,58,0.57,
19,9,15,7,12,61,0.53,
19,7,9,7,12,61,0.57,
19,5,7,7,13,60,0.53,
18,6,6,7,13,58,0.58,
17,7,6,7,13,55,0.59,
17,7,7,7,12,53,0.54,
17,5,4,7,10,55,0.56,
18,4,2,7,9,56,0.48,
18,5,4,7,8,59,0.43,
20,5,5,7,8,63,0.43,
19,5,4,7,10,60,0.46,
18,5,4,7,13,57,0.48,
17,5,4,7,15,54,0.51,
17,6,4,7,16,53,0.56,
16,5,7,7,17,52,0.54,
16,5,9,7,16,52,0.52,
16,5,8,7,16,52,0.52,
17,7,8,7,15,55,0.52,
18,9,10,7,14,57,0.52,
18,8,11,7,14,58,0.51,
18,8,13,7,15,56,0.5,
16,8,14,7,20,50,0.54,
16,10,16,7,22,47,0.57,
21,15,21,7,20,50,0.56,
23,13,23,7,18,57,0.53,
23,16,23,7,15,59,0.54,
24,17,21,7,16,57,0.57,
21,15,21,7,15,56,0.57,
22,14,22,7,14,57,0.58,
21,15,21,7,15,55,0.58,
20,14,20,7,14,54,0.56,
21,15,18,7,14,53,0.54,
20,14,20,7,14,50,0.53,
21,13,21,7,15,50,0.52,
23,16,22,7,18,45,0.54,
24,17,24,7,21,40,0.61,
24,17,24,7,24,37,0.63,
25,16,25,8,26,35,0.71,
30,17,30,7,29,32,0.63,
31,19,31,7,27,32,0.62,
27,15,27,7,22,39,0.57,
20,13,20,7,17,50,0.53,
21,15,20,7,18,50,0.57,
24,16,24,7,20,47,0.6,
25,16,25,7,22,46,0.58,
24,16,24,7,23,48,0.57,
27,17,27,7,22,55,0.6,
25,16,25,7,18,61,0.63,
21,12,21,7,16,62,0.6,
21,15,18,7,17,59,0.68,
23,16,20,7,15,63,0.69,
23,16,23,7,13,69,0.63,
27,19,25,7,13,72,0.62,
27,17,27,8,12,69,0.62,
30,20,30,8,13,67,0.62,
37,26,35,7,13,66,0.6,
43,30,40,7,13,67,0.66,
46,32,44,7,13,71,0.58,
48,32,48,7,15,73,0.59,
51,35,52,7,19,69,0.62,
54,38,55,7,19,69,0.62,
53,37,55,8,17,79,0.65,
51,36,49,8,17,89,0.61,
47,33,45,8,15,97,0.61,
49,34,48,8,14,110,0.64,
51,36,46,8,13,118,0.63,
54,38,48,8,12,124,0.63,
56,40,53,8,13,124,0.63,
58,41,57,8,15,116,0.63,
53,35,56,8,17,103,0.64,
51,33,51,7,18,95,0.61,
44,24,44,8,16,95,0.59,
39,20,39,8,16,91,0.58,
34,19,34,8,16,88,0.49,
29,14,29,8,16,84,0.48,
27,15,27,8,16,81,0.48,
25,11,24,8,14,79,0.43,
24,13,23,8,15,76,0.41,
25,13,25,8,15,76,0.4,
27,13,27,8,14,76,0.41,
26,12,26,8,14,74,0.44,
27,13,27,8,17,67,0.47,
29,12,29,8,18,64,0.43,
30,14,30,8,20,62,0.49,
32,12,32,9,19,67,0.61,
33,13,33,8,19,71,0.51,
32,14,32,9,16,82,0.49,
31,13,31,9,14,95,0.54,
32,10,28,9,12,103,0.43,
32,11,27,8,11,103,0.4,
29,11,24,8,12,93,0.36,
27,10,25,8,13,85,0.36,
27,12,27,8,14,77,0.34,
25,9,25,7,14,70,0.34,
25,8,25,7,14,65,0.36,
25,9,25,7,14,61,0.36,
25,10,25,7,14,60,0.39,
26,12,26,8,15,60,0.39,
27,12,27,8,17,60,0.49,
27,12,27,8,15,62,0.46,
22,11,22,7,13,63,0.38,
20,13,20,7,12,58,0.4,
21,15,18,7,12,55,0.41,
19,13,18,7,12,53,0.43,
20,14,18,7,12,51,0.44,
20,14,16,7,13,48,0.48,
20,14,16,7,16,44,0.43,
20,14,16,7,22,40,0.61,
23,16,17,7,24,39,0.69,
23,16,19,7,20,40,0.51,
24,17,22,7,21,39,0.51,
29,20,23,7,18,43,0.51,
26,18,24,7,17,49,0.52,
26,18,24,7,16,51,0.54,
26,18,23,7,18,51,0.57,
23,16,22,7,18,54,0.5,
23,16,22,7,19,53,0.49,
25,17,25,7,20,53,0.48,
27,18,27,7,21,50,0.5,
27,19,27,7,19,50,0.46,
26,16,26,7,19,48,0.44,
25,14,25,7,17,50,0.41,
19,10,19,7,18,52,0.37,
17,9,13,7,18,54,0.33,
17,9,12,7,16,54,0.33,
17,8,11,7,17,54,0.37,
17,9,10,7,16,55,0.4,
16,7,11,7,17,52,0.39,
15,8,11,7,17,49,0.36,
15,7,12,7,17,47,0.39,
14,9,14,7,21,42,0.4,
16,8,16,7,22,41,0.43,
18,9,18,8,20,46,0.58,
18,10,18,8,20,52,0.58,
19,10,17,8,19,62,0.59,
23,13,20,8,19,72,0.54,
25,10,21,7,17,79,0.48,
27,11,18,7,16,85,0.47,
29,10,18,7,15,92,0.39,
31,11,16,7,14,99,0.38,
31,10,13,7,13,99,0.42,
28,10,15,8,20,89,0.58,
23,14,21,8,30,75,0.68,
32,20,32,8,42,54,0.79,
42,21,42,8,51,41,0.87,
45,26,45,8,58,31,0.9,
42,27,42,8,65,20,0.93,
43,27,43,8,70,12,0.91,
41,23,41,8,65,13,0.81,
35,22,35,8,60,14,0.7,
32,20,32,8,51,19,0.58,
28,16,28,8,46,24,0.52,
22,15,22,7,37,29,0.47,
20,14,18,7,32,35,0.44,
19,13,19,8,36,29,0.5,
20,13,20,8,36,30,0.52,
22,15,22,8,32,36,0.51,
28,15,28,9,31,41,0.51,
28,16,28,8,28,48,0.56,
27,17,27,9,25,63,0.72,
27,17,27,9,24,76,0.74,
27,14,25,9,19,87,0.6,
29,9,20,8,16,92,0.51,
30,10,17,8,16,96,0.43,
25,12,19,8,27,80,0.47,
24,16,24,7,34,68,0.49,
30,18,30,8,34,64,0.48,
31,19,31,8,34,63,0.5,
28,17,28,8,29,69,0.47,
32,18,32,8,26,69,0.49,
33,19,33,9,26,65,0.64,
27,19,27,9,27,60,0.71,
28,19,28,9,26,58,0.53,
27,19,27,9,27,53,0.51,
29,20,25,9,27,51,0.53,
29,20,26,10,31,45,0.6,
30,21,29,10,35,38,0.57,
31,21,31,9,42,29,0.57,
35,22,35,9,49,23,0.64,
40,23,40,10,47,30,0.68,
44,25,44,10,47,30,0.73,
43,26,43,11,47,44,0.87,
45,28,45,11,46,49,0.7,
43,26,43,9,32,69,0.56,
36,25,34,8,21,87,0.56,
36,25,33,8,22,82,0.6,
36,25,33,8,25,81,0.54,
36,25,31,8,27,81,0.53,
37,26,35,8,38,68,0.61,
47,33,43,8,53,50,0.7,
52,36,53,8,62,36,0.74,
55,38,60,8,64,37,0.73,
56,40,61,8,70,29,0.76,
54,38,58,8,64,23,0.76,
57,38,64,8,66,13,0.78,
57,35,63,8,65,9,0.81,
51,35,52,8,61,12,0.74,
51,35,52,8,64,10,0.72,
49,33,49,8,56,16,0.69,
46,32,46,8,47,18,0.62,
46,32,46,8,50,13,0.63,
46,32,46,8,51,10,0.68,
50,33,50,8,50,16,0.76,
51,33,52,9,43,41,0.7,
52,33,53,11,34,67,0.73,
47,31,47,10,22,97,0.66,
44,31,44,10,19,118,0.71,
43,28,43,10,14,138,0.61,
47,30,42,10,15,150,0.58,
49,30,41,10,14,156,0.56,
49,27,40,10,14,157,0.56,
47,25,40,10,16,151,0.54,
42,26,37,9,22,135,0.56,
46,32,44,9,50,93,0.64,
52,35,54,9,65,69,0.71,
53,32,56,9,41,94,0.59,
50,28,50,8,26,105,0.56,
45,27,45,8,26,100,0.6,
44,28,44,9,26,95,0.64,
42,27,42,9,30,83,0.78,
43,30,43,9,33,72,0.83,
45,30,45,9,34,64,0.76,
47,33,46,10,33,61,0.62,
48,33,48,9,34,55,0.62,
51,36,48,9,36,48,0.63,
54,38,52,9,42,39,0.68,
53,37,56,9,47,42,0.73,
53,33,56,10,41,57,0.7,
53,33,55,10,38,66,0.78,
52,33,54,10,38,72,0.8,
53,36,55,10,39,80,0.76,
54,38,58,10,42,89,0.78,
54,38,58,11,41,98,0.94,
54,36,58,12,36,106,1.1,
51,34,52,10,31,111,0.81,
47,33,46,9,27,108,0.69,
51,36,48,9,31,99,0.73,
59,42,56,9,33,93,0.83,
65,47,63,9,31,92,0.84,
69,50,68,9,33,84,0.83,
66,48,65,9,36,69,0.8,
66,48,64,9,42,54,0.79,
64,46,63,8,39,52,0.72,
60,43,59,8,33,57,0.68,
60,43,58,8,33,55,0.68,
60,43,57,8,29,57,0.67,
63,45,58,8,29,50,0.67,
65,47,64,8,32,38,0.68,
68,49,68,8,31,37,0.7,
69,50,72,8,35,34,0.73,
66,48,74,9,35,39,0.78,
62,44,74,9,32,57,0.79,
61,42,72,9,32,69,0.74,
60,42,70,9,29,93,0.7,
56,36,61,9,22,118,0.62,
54,33,57,9,18,132,0.59,
50,34,50,9,16,144,0.57,
48,31,48,9,16,151,0.59,
50,34,50,8,17,153,0.57,
55,39,55,8,20,149,0.62,
58,41,59,8,23,139,0.6,
64,46,63,8,30,124,0.63,
69,50,70,8,37,105,0.7,
74,54,78,8,51,79,0.73,
75,55,80,8,57,67,0.77,
73,53,79,8,65,56,0.76,
78,57,84,9,68,47,0.77,
81,60,88,9,71,38,0.79,
83,61,94,9,81,26,0.8,
81,60,96,9,81,25,0.79,
80,59,89,9,74,27,0.76,
78,57,87,9,71,25,0.74,
78,57,86,9,69,23,0.76,
78,57,82,9,63,25,0.74,
73,53,82,9,57,30,0.73,
65,47,77,10,46,58,0.71,
61,44,71,10,36,91,0.67,
63,45,69,10,28,115,0.62,
58,41,66,11,21,136,0.59,
55,39,59,11,18,153,0.54,
50,33,50,10,16,160,0.51,
53,31,47,9,16,162,0.48,
49,29,46,9,17,158,0.49,
48,31,45,9,19,152,0.5,
48,33,48,10,24,137,0.51,
58,41,57,10,48,99,0.67,
74,54,72,9,70,64,0.79,
78,57,87,9,86,39,0.9,
83,61,95,9,90,32,0.89,
80,59,96,9,86,31,0.89,
83,61,94,9,87,27,0.87,
84,62,88,9,87,25,0.86,
84,62,89,9,81,25,0.83,
86,64,90,9,80,21,0.81,
80,59,86,9,80,17,0.79,
80,59,81,9,75,22,0.71,
81,60,77,9,67,24,0.76,
80,59,77,9,69,18,0.8,
81,60,83,10,66,21,0.79,
85,63,88,10,52,45,0.74,
83,61,88,11,40,73,0.66,
76,56,81,11,35,98,0.65,
65,47,70,10,29,123,0.61,
58,41,58,10,22,144,0.52,
49,33,49,9,17,153,0.48,
47,29,43,9,15,150,0.44,
45,28,41,9,17,144,0.44,
44,27,39,9,17,141,0.46,
44,31,42,9,22,132,0.5,
56,40,54,9,40,101,0.62,
74,54,72,9,63,64,0.79,
74,54,83,9,83,42,0.88,
76,56,88,9,86,28,1.02,
76,56,98,9,85,22,1.06,
83,61,104,9,87,16,1.09,
81,60,97,9,88,10,1.12,
83,61,103,9,85,9,1.06,
78,57,104,9,86,8,0.96,
69,50,86,9,82,7,0.9,
66,48,75,9,81,9,0.88,
66,48,73,9,75,7,0.88,
68,49,74,9,72,7,0.89,
74,54,80,10,72,11,0.96,
80,59,90,12,68,26,1.02,
84,62,96,14,67,49,1.3,
74,54,89,14,47,93,1.2,
64,46,73,13,30,134,0.99,
52,34,54,14,20,155,0.84,
49,25,39,11,15,158,0.51,
58,24,34,10,15,166,0.47,
59,21,34,9,15,167,0.47,
64,23,36,9,16,171,0.5,
47,28,41,9,31,151,0.61,
52,36,53,9,70,94,0.87,
65,47,73,9,95,53,1.08,
73,53,87,9,103,37,1.17,
74,54,90,10,108,28,1.19,
70,51,87,11,105,25,1.08,
66,48,76,10,101,21,0.97,
61,44,72,11,102,19,0.91,
61,43,72,12,97,17,0.84,
64,46,74,13,90,16,0.84,
71,52,76,14,80,19,0.91,
71,52,76,15,66,29,0.96,
66,48,71,14,57,35,0.87,
61,44,67,13,53,41,0.84,
59,42,66,13,50,51,0.79,
56,39,62,12,43,71,0.79,
56,38,61,13,35,96,0.78,
56,37,61,12,28,126,0.8,
56,36,62,12,22,150,0.73,
54,31,56,11,16,163,0.61,
65,28,44,10,14,172,0.58,
68,27,40,10,14,174,0.55,
63,28,37,10,16,170,0.54,
59,27,43,10,17,167,0.57,
48,28,48,9,29,149,0.61,
53,36,55,10,42,124,0.71,
59,40,67,10,51,109,0.76,
61,44,72,11,49,105,0.8,
70,51,74,12,48,97,0.82,
81,60,82,13,47,90,0.8,
83,61,85,13,43,85,0.8,
76,56,79,12,43,76,0.79,
74,54,77,12,41,74,0.81,
68,49,74,11,40,70,0.81,
69,50,71,11,50,53,0.81,
71,52,75,11,54,42,0.83,
74,54,78,11,63,28,0.86,
76,56,80,11,67,23,0.92,
78,57,86,13,68,27,1.07,
76,56,90,17,61,48,1.14,
70,51,86,17,51,75,1.15,
68,49,79,15,47,98,1.06,
62,41,73,18,39,122,0.93,
58,37,66,12,27,152,0.78,
65,31,53,11,18,172,0.61,
81,29,47,11,17,185,0.57,
80,28,49,11,18,184,0.54,
68,27,49,10,19,174,0.54,
51,30,51,10,34,150,0.61,
58,41,62,10,68,102,0.79,
69,50,83,10,88,70,0.94,
70,50,90,11,85,65,0.99,
70,51,88,11,88,54,0.98,
75,55,92,13,87,47,1.03,
83,61,95,16,80,45,1.01,
88,65,100,15,72,46,0.93,
85,63,95,13,54,59,0.77,
78,57,85,12,49,59,0.8,
63,45,73,11,33,80,0.74,
73,53,75,10,21,92,0.64,
115,87,109,10,23,74,0.9,
111,84,133,10,25,66,0.93,
90,67,120,9,25,66,0.7,
84,62,105,9,24,74,0.69,
75,55,92,9,25,80,0.71,
67,47,83,9,24,91,0.66,
61,41,71,9,20,101,0.61,
59,39,68,9,18,94,0.57,
58,37,65,8,17,99,0.55,
55,35,60,8,18,87,0.54,
55,32,60,8,19,73,0.54,
54,25,58,7,18,72,0.49,
37,16,37,7,16,72,0.46,
22,12,21,7,14,70,0.42,
22,11,13,7,14,70,0.38,
22,9,12,7,13,70,0.38,
21,7,11,7,13,68,0.38,
21,8,9,7,13,68,0.38,
21,8,8,7,12,68,0.37,
22,8,7,7,12,69,0.36,
21,9,9,7,13,67,0.36,
20,8,9,7,12,65,0.36,
19,12,12,7,13,62,0.37,
21,15,17,7,13,60,0.4,
22,15,22,7,14,57,0.4,
26,18,24,7,18,51,0.41,
27,19,26,8,21,48,0.52,
29,19,29,8,20,52,0.52,
26,17,26,8,19,61,0.52,
25,15,25,8,18,74,0.49,
28,12,23,8,15,90,0.44,
31,15,23,8,15,99,0.46,
33,12,23,8,14,105,0.41,
34,11,19,8,13,108,0.39,
34,9,19,8,14,109,0.38,
33,7,20,8,15,105,0.36,
30,8,20,8,20,96,0.37,
26,9,22,8,27,83,0.39,
28,10,28,9,28,81,0.42,
28,12,28,9,29,76,0.44,
28,11,28,8,27,76,0.4,
24,11,24,8,33,68,0.44,
26,14,26,9,35,65,0.43,
26,13,26,10,37,58,0.48,
28,13,28,10,40,49,0.5,
31,14,31,10,46,38,0.54,
29,14,29,10,50,29,0.56,
29,15,29,10,52,25,0.52,
30,17,30,9,55,20,0.51,
31,18,31,9,59,15,0.54,
35,17,35,10,54,20,0.57,
40,22,40,11,49,33,0.7,
43,22,43,12,45,49,0.74,
38,20,38,11,31,76,0.52,
32,18,31,11,22,101,0.53,
35,18,27,12,20,113,0.59,
38,19,26,12,21,123,0.61,
42,18,29,12,21,134,0.64,
42,17,31,12,21,135,0.62,
41,15,30,11,21,130,0.54,
37,13,31,10,26,118,0.51,
35,19,35,10,44,92,0.61,
42,24,42,10,57,67,0.68,
50,27,50,10,71,46,0.71,
52,23,53,10,77,33,0.8,
54,22,58,9,79,29,0.79,
53,27,56,9,80,26,0.73,
53,31,56,9,83,23,0.73,
54,32,58,9,82,22,0.69,
54,33,57,9,83,18,0.76,
55,33,59,10,81,15,0.7,
54,34,58,10,69,24,0.77,
54,35,57,11,69,22,0.76,
56,40,61,12,72,16,0.79,
60,43,67,13,68,20,0.84,
66,48,72,14,58,40,0.86,
61,44,68,15,44,69,0.78,
55,39,60,13,34,97,0.66,
51,35,52,13,26,120,0.58,
49,34,44,12,23,136,0.64,
46,30,40,12,22,147,0.7,
48,29,42,12,22,154,0.72,
50,27,42,12,22,159,0.69,
49,27,43,12,26,157,0.73,
47,27,47,11,37,139,0.79,
51,34,52,10,60,98,0.87,
57,39,63,10,74,68,0.97,
64,41,78,9,95,36,1.07,
65,45,79,9,108,23,1.19,
70,49,90,9,102,21,1.2,
67,44,83,9,100,21,1.12,
64,42,78,9,100,17,1.11,
61,43,72,9,98,16,1.04,
63,45,69,9,98,10,0.96,
64,46,71,10,92,10,0.9,
68,49,76,11,88,8,0.82,
78,57,77,12,75,17,0.84,
68,49,71,12,65,29,0.9,
61,44,66,13,56,43,0.93,
61,44,65,15,47,62,0.99,
58,41,64,14,41,78,0.91,
55,39,58,13,37,97,0.91,
54,37,57,12,32,117,0.82,
51,35,51,12,29,131,0.76,
47,27,47,11,23,146,0.66,
47,22,38,10,19,150,0.53,
47,19,32,9,20,149,0.49,
45,22,31,9,24,143,0.48,
40,22,40,9,41,114,0.59,
51,32,52,9,69,67,0.77,
59,41,68,10,90,41,0.91,
65,43,79,10,98,29,0.96,
67,46,83,11,100,28,1.01,
65,43,79,11,97,29,0.99,
62,44,73,10,89,31,0.93,
66,48,72,10,85,30,0.97,
69,50,73,10,83,24,0.94,
73,53,77,11,87,17,0.97,
79,58,78,11,82,18,1.01,
83,61,77,13,77,19,1.08,
84,62,78,13,74,19,1.13,
83,61,82,14,76,16,1.11,
80,59,83,14,69,24,1.2,
80,59,86,16,63,37,1.26,
73,53,86,15,57,57,1.17,
69,50,84,14,53,73,1.08,
63,45,70,13,48,94,1.04,
55,39,60,12,40,126,0.86,
51,36,49,11,30,161,0.8,
70,35,54,11,29,176,0.72,
84,35,55,11,28,187,0.69,
63,37,54,10,43,170,0.67,
59,42,59,10,57,144,0.78,
75,55,78,10,97,79,1.03,
